NTSB WPR16IA025, Attachment 1 to Cockpit Display – Recorded Flight Data - Specialist’s Factual Report,,,,,,,,,,,,
Operator: Private,,,,,,,,,,,,,
Vehicle ID/Registration: N999VX,,,,,,,,,,,,,
Source of Data: Cirrus SR22T, G1000 MFD SD Card,,,,,,,,,,,,
Date of Event: 11/7/2015,,,,,,,,,,,,,
Location: Paso Robles, California,,,,,,,,,,,,
DATA,,,,,,,,,,,,,
Time,AltGPS,AltMSL,E1 %Pwr,E1 MAP,GndSpd,IAS,Pitch,Roll,HDG,VSpd,LatAc,NormAc,E1 RPM
(PST),(ft wgs),(ft msl),(%),(Hg),(kt),(kt),(deg),(deg),(deg),(fpm),(G),(G),(rpm)
,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER,NUMBER
11:39:03,,,0,,,0,,,,-16,,,
,,,0,,,0,,,,-16,,,
11:39:05,,,0,,,0,,,,-16,,,
11:39:06,,,0,29.86,,0,,,,-16,,,
11:39:07,,,0,29.86,,0,,,,-16,,,0
11:39:08,,,0,29.87,,0,,,,-16,,,0
11:39:09,,,0,29.87,,0,,,,-16,,,0
11:39:10,,,0,29.87,,0,,,,-16,,,0
11:39:11,,,0,29.87,,0,,,,-16,,,0
11:39:12,,,0,29.87,,0,,,,-16,,,0
11:39:14,,,0,29.87,,0,,,,-16,,,0
11:39:15,,,0,29.86,,0,,,,-16,,,0
11:39:17,,,0,29.87,,0,,,,-16,,,0
11:39:18,,,0,29.88,,0,,,,-16,,,0
11:39:19,,,0,29.97,,0,,,,-7.9,,,0
11:39:20,,,0,29.13,,0,,,,-12.4,,,195.8
11:39:21,,,0.14,25.83,,0,,,,-30.8,,,972.5
11:39:22,,,0.23,22.55,,0,,,,65.5,,,1430.2
11:39:23,,,0.28,16.51,,0,,,,235,,,1599.1
11:39:24,,,0.17,15.47,,0,,,,182.8,,,1323.8
11:39:25,,,0.14,15.41,,0,,,,26.4,,,1185.2
11:39:26,,,0.12,15.07,,0,,,,-59.9,,,1162
11:39:27,,,0.12,14.96,,0,,,,-61.2,,,1172
11:39:28,,,0.12,15,,0,,,,-34.6,,,1165.3
11:39:29,,,0.12,15.09,,0,,,,-19.5,,,1148.5
11:39:30,,,0.12,15.35,,0,,,,-21,,,1125.8
11:39:31,,,0.12,15.43,,0,,,,-20.6,,,1125
11:39:32,,,0.12,15.51,,0,,,,-22.1,,,1122.2
11:39:33,,,0.12,15.6,,0,,,,-17.8,,,1118.3
11:39:34,,,0.12,15.63,,0,,,,-21.1,,,1117.6
11:39:35,,,0.12,15.61,,0,,,,-15.9,,,1120.1
11:39:36,,,0.12,15.64,,0,,,,1,,,1116.4
11:39:37,,,0.12,15.8,,0,,,,-24.6,,,1103
11:39:38,,,0.12,15.73,,0,,,,-13.6,,,1110.3
11:39:39,,,0.12,15.7,,0,,,,-10.8,,,1113.7
11:39:40,,,0.12,15.51,,0,,,,-6.9,,,1134.1
11:39:41,,,0.12,15.65,,0,,,,-1,,,1120.9
11:39:42,,,0.12,15.6,,0,,,,4.4,,,1118.3
11:39:43,,,0.12,15.52,,0,,,,15.2,,,1121.6
11:39:44,,,0.12,15.29,,0,,,,23.1,,,1146.4
11:39:45,,,0.12,15.22,,0,,,,-5.4,,,1152.5
11:39:46,,,0.12,15.18,,0,,,,-14.1,,,1156.6
11:39:47,,,0.12,15.09,,0,3.22,-0.15,120.4,-11.8,0.01,0,1166.5
11:39:48,,,0.12,15.13,,0,3.21,-0.15,120.3,15.9,0.02,0,1166.8
11:39:49,,,0.12,15.07,,0,3.24,-0.14,120.2,8.3,0.02,0,1169.7
11:39:50,,,0.12,15.09,,0,3.22,-0.14,120.2,-13.8,0.01,0.02,1171.1
11:39:51,,,0.12,15.07,,0,3.23,-0.13,120.2,-28.5,0,-0.01,1172.4
11:39:52,,,0.12,15.1,,0,3.2,-0.13,120.2,-16.1,0,0,1172.6
11:39:53,,,0.12,15.06,,0,3.25,-0.15,120.1,-5.4,0,0,1174.7
11:39:54,,,0.12,15,,0,3.21,-0.16,120.1,5.6,0.01,0.01,1184.8
11:39:55,,,0.12,14.96,,0,3.26,-0.14,120.2,6.5,0.01,-0.01,1183.1
11:39:56,,,0.12,14.97,,0,3.24,-0.13,120.2,18.5,0,-0.01,1186.7
11:39:57,,,0.12,14.96,,0,3.23,-0.13,120.2,13.8,0,-0.01,1188.6
11:39:58,,,0.12,14.9,,0,3.24,-0.12,120.2,14.4,0.01,0,1191.8
11:39:59,,,0.12,14.9,,0,3.23,-0.12,120.1,-10.5,0,0,1191.3
11:40:00,,,0.12,14.92,,0,3.22,-0.15,120.1,-9.4,0.01,0.01,1188.4
11:40:01,,,0.12,14.96,,0,3.24,-0.15,120.1,-15.7,0.01,0,1184.1
11:40:02,,,0.12,14.98,,0,3.22,-0.12,120.1,-6.5,0.01,0,1180.1
11:40:03,,,0.12,14.99,,0,3.24,-0.12,120.1,-6.7,-0.01,-0.01,1181.7
11:40:04,,,0.12,15.02,,0,3.21,-0.11,120.1,-24.9,0.02,0,1183.7
11:40:05,,,0.12,14.93,,0,3.22,-0.11,120.2,-3.7,0,-0.02,1190.9
11:40:06,,,0.12,14.93,,0,3.2,-0.09,120.1,8.1,0.01,-0.01,1191.4
11:40:07,,,0.12,14.91,,0,3.22,-0.13,120.2,4.9,0.02,-0.01,1190.6
11:40:08,,,0.12,14.93,,0,3.21,-0.11,120.2,0.4,0,0,1190.4
11:40:09,,,0.12,14.86,,0,3.23,-0.13,120.2,-24.1,0.02,0,1197.2
11:40:10,,,0.12,14.76,,0,3.25,-0.13,120.1,4.3,0.01,0,1205.3
11:40:11,,,0.12,14.7,,0,3.23,-0.14,120.1,26.2,0.02,-0.01,1216
11:40:12,,,0.12,14.79,,0,3.23,-0.15,120.1,8.5,0.01,-0.01,1211.9
11:40:13,,,0.12,14.88,,0,3.21,-0.15,120.1,6.5,0.01,0,1209.6
11:40:14,,,0.13,14.91,,0,3.22,-0.15,120.1,3.5,0.02,0,1205.3
11:40:15,,,0.13,14.97,,0,3.2,-0.14,120.1,-7,0.01,0.01,1203.5
11:40:16,,,0.13,14.98,,0,3.21,-0.12,120.1,-10,0,0,1200.7
11:40:17,,,0.12,15.01,,0,3.21,-0.13,120.1,-12.9,0.02,0.01,1197.4
11:40:18,,,0.13,15.07,,0,3.22,-0.11,120.1,19.8,0,-0.01,1194
11:40:19,,,0.13,15.01,,0,3.2,-0.12,120.1,29,0.01,0,1202.8
11:40:22,291.1,407.5,0.13,14.98,2.4,0,3.23,-0.1,120.1,1.3,0,0.01,1206.2
,95.1,211.5,0.13,14.92,3.8,0,3.23,-0.11,120.1,-1.8,0.01,0,1211.1
11:40:23,134,250.4,0.13,14.95,3.8,0,3.22,-0.12,120.2,-6.4,0,-0.01,1207.5
11:40:24,141.2,257.6,0.13,14.93,3.7,0,3.23,-0.11,120.3,8.3,0,0,1208.2
11:40:25,131.3,247.7,0.13,14.92,3.7,0,3.19,-0.14,120.4,5.4,0,0,1208.5
11:40:26,134.8,251.2,0.13,14.9,2.9,0,3.22,-0.14,120.4,15.2,0.01,0,1211.5
11:40:27,130.6,247,0.13,14.93,0,0,3.2,-0.12,120.5,7,-0.01,-0.01,1215.4
11:40:28,125.6,242,0.13,14.89,0,0,3.21,-0.13,120.6,-2.1,0,0,1216.7
11:40:29,126.2,242.6,0.13,14.9,0,0,3.18,-0.12,120.5,0.5,0.02,0,1217.9
11:40:30,130.7,247.1,0.13,14.97,0,0,3.22,-0.11,120.6,-18.3,0,0,1215.3
11:40:31,126.5,242.9,0.13,14.94,0,0,3.2,-0.13,120.6,3.6,0.01,0,1217.7
11:40:32,9.8,126.2,0.13,14.9,0,0,3.2,-0.13,120.5,7.4,0,-0.01,1217.5
11:40:34,11.5,127.9,0.13,14.8,0,0,3.18,-0.11,120.5,-17.3,0.01,0,1228.9
11:40:35,12.7,129.1,0.13,14.81,0,0,3.2,-0.11,120.5,1.7,0.01,0,1232.2
11:40:36,13.9,130.3,0.13,14.84,0,0,3.13,-0.11,120.5,-10.2,0.01,0.01,1229.7
11:40:37,15.7,132.1,0.13,14.79,0,0,3.2,-0.1,120.5,-4.4,0,-0.01,1229.1
11:40:38,21.7,138.1,0.13,14.85,0,0,3.15,-0.09,120.5,-7.6,-0.01,0,1228
11:40:39,23.5,139.9,0.13,14.85,0,0,3.2,-0.13,120.5,-27.4,0.02,0,1233.3
11:40:40,22,138.4,0.13,14.81,0,0,3.21,-0.18,120.4,-2.2,0.01,0,1235
11:40:41,22.1,138.5,0.13,14.71,0,0,3.23,-0.21,120.5,-30.2,0,0,1243.3
11:40:42,24.2,140.6,0.13,14.71,0,0,3.24,-0.21,120.5,-47,0,0,1246.7
11:40:43,23.8,140.2,0.13,14.73,0,0,3.21,-0.2,120.6,-14.2,0,0,1246.6
11:40:44,23.5,139.9,0.13,14.68,0,0,3.24,-0.23,120.4,-3.2,0,0,1247.3
11:40:45,22.6,139,0.13,14.75,0,0,3.25,-0.27,120.5,4.2,0.01,0,1244.9
11:40:46,27.2,143.6,0.13,14.77,0,0,3.28,-0.27,120.5,1.3,0.01,0,1243.6
11:40:47,28,144.4,0.13,14.72,0,0,3.26,-0.26,120.6,-27.3,0,0,1250.3
11:40:48,28.6,145,0.13,14.76,0,0,3.26,-0.29,120.5,-4.2,0,-0.01,1244.4
11:40:49,29,145.4,0.13,14.78,0,0,3.26,-0.27,120.4,7.7,0,0,1245.3
11:40:50,19.4,135.8,0.13,14.8,0,0,3.28,-0.27,120.5,20,0,-0.01,1248.3
11:40:51,18.2,134.6,0.13,14.69,0,0,3.26,-0.27,120.5,-5.4,0.01,0.01,1252.7
11:40:52,17.3,133.7,0.13,14.69,0,0,3.3,-0.27,120.4,12.8,0.01,0,1253.4
11:40:53,18.6,135,0.13,14.71,0,0,3.27,-0.27,120.5,7.6,0.01,0,1255.4
11:40:54,18.1,134.5,0.13,14.74,0,0,3.27,-0.26,120.5,11.3,0,0.01,1253.8
11:40:55,18.1,134.5,0.13,14.74,0,0,3.31,-0.26,120.5,9.8,0,0,1251.5
11:40:56,15.9,132.3,0.13,14.77,0,0,3.3,-0.25,120.5,8.1,0.01,0,1245.8
11:40:58,14.9,131.3,0.13,14.81,0,0,3.27,-0.26,120.6,15.7,0.01,0,1245.4
11:40:59,14.7,131.1,0.13,14.81,0,0,3.27,-0.25,120.6,8,0.01,0,1246.6
11:41:00,14.1,130.5,0.13,14.81,0,0,3.26,-0.25,120.6,1.4,0,0,1247.5
11:41:01,14,130.4,0.13,14.81,0,0,3.26,-0.26,120.6,7.7,0,0,1246.1
11:41:02,13.7,130.1,0.13,14.85,0,0,3.25,-0.26,120.6,-4.6,0.01,0,1246.6
11:41:03,14.6,131,0.13,14.81,0,0,3.25,-0.25,120.5,-4.5,0.01,0,1247.3
11:41:04,13.1,129.5,0.13,14.79,0,0,3.26,-0.26,120.5,-15.3,0,-0.01,1248.1
11:41:05,12.6,129,0.13,14.8,0,0,3.23,-0.26,120.6,-5.2,0.01,0,1250.7
11:41:07,12.2,128.6,0.13,14.79,0,0,3.21,-0.24,120.5,20.2,0,-0.01,1253.6
11:41:08,11.7,128.1,0.13,14.7,0,0,3.23,-0.25,120.5,0.1,0.02,0,1258.7
11:41:10,7.7,124.1,0.13,14.72,0,0,3.25,-0.24,120.5,6,0.02,0,1259.9
11:41:11,8.2,124.6,0.13,14.72,0,0,3.24,-0.24,120.5,-10.2,0.01,-0.02,1260.1
11:41:12,8.4,124.8,0.13,14.74,0,0,3.24,-0.23,120.5,-26.5,0,0,1260.1
11:41:13,8.9,125.3,0.13,14.74,0,0,3.23,-0.23,120.5,-19.7,0,0,1261.2
11:41:14,9,125.4,0.13,14.77,0,0,3.26,-0.22,120.5,-13.1,0.01,-0.01,1258.3
11:41:15,8.6,125,0.13,14.78,0,0,3.24,-0.23,120.5,-1.2,0.01,-0.01,1259.5
11:41:16,7.8,124.2,0.13,14.76,0,0,3.25,-0.23,120.5,-11.4,0,-0.01,1263.1
11:41:17,7.9,124.3,0.13,14.81,0,0,3.23,-0.21,120.5,-7,0.01,-0.01,1258.1
11:41:18,8.1,124.5,0.13,14.83,0,0,3.23,-0.22,120.5,5.6,0.01,-0.01,1256.7
11:41:19,8.1,124.5,0.13,14.79,0,0,3.23,-0.25,120.5,-3.8,0,0,1257.4
11:41:20,8.1,124.5,0.13,14.49,0,0,3.26,-0.25,120.6,-3.5,0,0,1248.4
11:41:21,9,125.4,0.12,14.53,0,0,3.23,-0.24,120.6,-6.9,-0.01,0,1226
11:41:22,10.3,126.7,0.12,14.59,0,0,3.26,-0.26,120.5,1.2,0.02,0,1222.8
11:41:23,10.3,126.7,0.12,14.59,0,0,3.26,-0.24,120.6,0.9,0.01,0,1222.9
11:41:24,10.3,126.7,0.12,14.55,0,0,3.26,-0.24,120.6,2.4,0,0,1226.3
11:41:25,10.4,126.8,0.12,14.52,0,0,3.26,-0.24,120.6,0.3,0,-0.01,1227.8
11:41:26,10.4,126.8,0.12,14.49,0,0,3.3,-0.24,120.5,-3.5,0,-0.01,1228.9
11:41:28,8.3,124.7,0.16,19.06,0,0,3.32,-0.32,120.5,-3.6,0,0,1249
11:41:29,8.3,124.7,0.21,18.49,0,0,3.33,-0.2,120.4,50.4,0.02,0,1649.6
11:41:30,8.1,124.5,0.28,17.23,1.5,0,3.39,-0.11,123.3,171.7,0.04,-0.02,1787
11:41:31,8,124.4,0.28,17.07,2.6,0,3.34,-0.21,131.6,167.9,0.04,-0.01,1809.3
11:41:32,7.9,124.3,0.28,17.06,3.7,0,3.74,-0.31,143.9,112.9,0.04,-0.05,1811.6
11:41:33,8.7,125.1,0.28,17.04,5,0,3.93,-0.34,158.5,61.6,0.05,0.06,1815
11:41:34,10,126.4,0.27,15.97,6.1,0,3.74,-0.53,169.7,49.3,0.08,0.04,1766.1
11:41:35,10.4,126.8,0.24,16.1,7,0,3.46,-0.66,182.9,17.3,0.12,0.02,1726.2
11:41:36,10.6,127,0.24,16.11,7.8,0,3.77,-0.8,196,2.5,0.12,-0.02,1724.3
11:41:37,10.8,127.2,0.24,16.07,9.2,0,3.75,-0.75,204.9,30.2,0.07,0.01,1729.4
11:41:38,10.9,127.4,0.24,16.03,10.3,11.3,3.97,-0.9,213,30.2,0.08,0,1731.6
11:41:39,10.3,126.7,0.24,16.01,11.3,21.7,4.09,-0.94,215.3,0,0.02,0,1736.7
11:41:40,9,125.4,0.24,15.99,12.5,21.2,4.1,-0.57,215.2,-42.8,0.02,-0.03,1740.5
11:41:41,9.1,125.5,0.25,15.98,13.5,22.4,3.78,-0.54,212.8,-13.8,-0.07,-0.02,1742.4
11:41:42,9.2,125.6,0.25,15.95,14.1,23.4,3.75,-0.31,213.8,16.4,0.04,-0.02,1744.7
11:41:43,9.2,125.6,0.25,15.86,14.7,23.8,3.71,-0.11,214.2,36.3,0,0.01,1747.5
11:41:44,9.3,125.7,0.21,14.83,15.1,22.2,3.77,-0.45,216.7,-22,0.04,-0.01,1647.9
11:41:45,10.2,126.6,0.2,15.1,15.1,15.4,3.79,-0.81,218.9,-86.1,0.04,0.03,1609.4
11:41:46,12,128.4,0.2,15.09,15,-0.1,3.89,-0.63,224,-68.2,0.1,-0.04,1608
11:41:47,12,128.4,0.2,15.15,15,0,3.77,-0.74,228.3,-34.7,0.1,0.05,1607.2
11:41:48,12.3,128.8,0.2,15.12,14.7,0,3.53,-0.51,237,6,0.15,0,1606.9
11:41:49,12.6,129,0.2,15.16,14.1,0,3.92,-0.86,245.1,22.8,0.05,0.03,1603.4
11:41:50,13,129.4,0.2,15.15,13.6,0,3.36,-0.78,251.4,1.8,0.15,-0.03,1606.4
11:41:51,12.6,129,0.2,15.15,13,0,3.93,-0.97,258.5,5.7,0.06,-0.03,1608.7
11:41:52,10.8,127.2,0.2,15.11,12.4,0,4,-0.97,262.1,-36.3,0.09,0.01,1608.6
11:41:53,10.8,127.2,0.2,15.16,11.8,0,2.7,-0.11,272,-34.7,0.15,-0.02,1600.6
11:41:54,10.7,127.1,0.2,15.2,10.9,0,1.3,-0.46,291,-35.2,0.23,0,1596.3
11:41:55,10.8,127.2,0.2,15.31,9.7,0,2.88,-0.33,316.2,-25.7,0.22,-0.01,1588.1
11:41:56,10.8,127.2,0.2,15.32,9,0,3.08,-0.83,341.2,32.7,0.2,-0.01,1587.6
11:41:57,11.4,127.8,0.2,15.29,9.1,0,4.19,-0.65,5.5,106.3,0.22,0.04,1591.9
11:41:58,13.2,129.6,0.21,15.5,9.8,0,4.72,0.01,21.5,116.1,0.09,-0.02,1612.8
11:41:59,13.6,130,0.21,15.35,10.6,0,4.66,0.76,27.8,79.1,-0.01,-0.04,1630.3
11:42:00,14,130.5,0.21,15.42,11.4,0,4.43,0.69,30.3,42.1,0.03,0.05,1641.5
11:42:01,14.5,130.9,0.21,15.28,12.3,0,4.75,1.05,30.7,26.6,-0.02,-0.01,1653.5
11:42:03,15.1,131.5,0.23,15.96,13.1,20,3.54,0.92,31.7,11.3,0.03,0.01,1691.8
11:42:04,13.6,130,0.24,15.79,15.1,23.6,4.33,0.87,30.8,38.4,-0.04,0.04,1737.7
11:42:05,14.1,130.5,0.24,15.73,16.1,24,4.22,0.69,30.1,16.4,-0.03,-0.01,1742.9
11:42:06,14.3,130.7,0.24,15.73,17,24.7,4.17,0.58,31.6,15.2,-0.02,-0.02,1746.2
11:42:08,14.8,131.2,0.24,15.71,18.5,24.6,4.06,0.31,32.3,8.2,0.01,0.09,1747
11:42:09,15.9,132.4,0.24,15.65,19.2,25.4,4.24,0.58,31.4,30,0,0.04,1752.2
11:42:11,17.9,134.4,0.24,15.66,20.3,26,3.96,0.83,31.7,-3.3,-0.03,0.03,1756
11:42:12,18.5,134.9,0.24,15.62,20.7,25.9,3.9,0.75,32.5,13,0.01,0.05,1757.4
11:42:14,19.8,136.2,0.24,15.62,21.5,27.4,4.03,1.14,32.4,36.6,0.02,0.04,1760.1
11:42:15,18.8,135.2,0.24,15.65,21.7,26.6,3.91,0.98,31.7,17.3,-0.02,-0.04,1758.1
11:42:16,19.2,135.6,0.24,15.61,22,27.6,3.75,0.66,32.8,28.1,0.03,-0.02,1760.1
11:42:17,19.6,136,0.24,15.61,22.3,27.6,3.82,0.99,32.3,36.8,0.01,-0.01,1763.7
11:42:18,19.6,136,0.24,15.61,22.4,27.1,4.34,1.23,32.2,27.9,-0.02,0.01,1762.8
11:42:19,20.2,136.6,0.24,15.63,22.6,27.1,4.06,1.44,31.3,23.8,-0.03,-0.01,1761.4
11:42:21,21.4,137.8,0.24,15.67,23,26.4,3.81,0.51,32.2,25.6,0,-0.07,1761.6
11:42:22,21.9,138.3,0.24,15.63,23.3,26.4,3.71,1.13,31.8,26.2,-0.03,0.02,1762.4
11:42:23,22.6,139,0.24,15.67,23.5,25.7,3.93,0.67,31.7,1.9,0.08,-0.09,1762.7
11:42:24,23.1,139.5,0.24,15.62,23.5,27.7,3.72,0.85,31.9,20.5,0,0.05,1762.9
11:42:25,23.7,140.1,0.23,12.24,23.5,26.1,3.64,0.98,30.8,21.5,-0.04,-0.03,1623.4
11:42:26,25,141.4,0.12,13.29,23.1,22.5,4,0.57,31.4,-65.3,0.02,0.03,1333.4
11:42:27,25.4,141.8,0.12,13.77,22.8,21.5,3.88,1.16,32.7,-119.7,-0.01,-0.02,1290.4
11:42:29,25.9,142.3,0.12,13.83,22.5,21.4,4.24,0.83,32.2,-72.2,-0.02,0,1283.3
11:42:30,26.6,143,0.12,13.82,22.6,21.2,4.12,1.16,31.6,21.5,-0.04,0.07,1284.3
11:42:31,27.1,143.5,0.12,13.85,22.7,22.2,4.42,1.11,32.1,26.2,0,-0.02,1282.4
11:42:32,27.6,144,0.12,13.83,22.8,20.6,4.06,1.07,32.5,31.6,-0.03,0.02,1284.7
11:42:33,28.1,144.5,0.12,13.83,23,21.2,4.01,0.8,32.1,31.2,-0.02,-0.01,1285.1
11:42:34,27.7,144.1,0.12,13.83,23.2,22.3,4.28,0.79,32.1,45.8,-0.03,0.01,1287.3
11:42:35,28.5,144.9,0.12,13.79,23.3,21.2,4.47,1.08,31.6,47.8,0.01,-0.01,1288.4
11:42:36,28.8,145.2,0.12,13.78,23.4,22.3,4.32,1.18,32.3,21.1,-0.04,-0.11,1291.8
11:42:37,28.8,145.2,0.12,13.73,23.4,25.1,3.89,0.93,32.4,1,0,0.06,1292.3
11:42:38,29.1,145.5,0.12,13.72,23.3,23.5,3.59,1.03,32.3,0,0,-0.01,1289.6
11:42:39,28.8,145.2,0.1,12.71,23,22.8,4.16,0.56,33.1,9.3,0.01,0.02,1197.5
11:42:40,29.5,145.9,0.08,12.91,22.6,21.2,4.36,0.94,32.7,-9.8,-0.06,0.02,1101.9
11:42:41,30,146.5,0.08,13,22.2,20.4,4.54,1.04,32.1,-15.8,-0.04,-0.02,1095.8
11:42:42,30.4,146.8,0.08,12.97,22,21.8,4.38,1.07,32.3,-0.2,0,0,1090.8
11:42:43,30.8,147.2,0.08,13,21.8,20.3,4.02,1.21,33.2,0.1,-0.03,0.01,1085.9
11:42:44,31.1,147.5,0.08,13.07,21.7,-0.8,4,0.92,32.5,10.7,0,0.04,1084.6
11:42:45,32.3,148.7,0.08,13.06,21.5,0,4.43,1.21,31.5,5.3,-0.01,0,1086.6
11:42:46,32.8,149.2,0.08,13.02,21.2,0,4.14,1.64,31.2,26,-0.04,-0.05,1087.4
11:42:47,33.2,149.6,0.08,13.03,20.9,0,4.1,1.37,32,31.7,0.01,-0.04,1083.7
11:42:48,33.7,150.1,0.08,13.08,20.8,0,3.87,1.08,32.1,17.3,0,-0.03,1082.2
11:42:49,34,150.4,0.08,13.03,20.6,0,4.23,0.77,31.9,14.5,0,0.02,1084.3
11:42:50,34.3,150.7,0.08,13.04,20.5,0,4.35,0.76,31.8,15,0.01,0,1083.4
11:42:51,34.1,150.5,0.08,13.33,20.2,0,4.56,1.19,33.7,21.9,0.02,-0.07,1089.6
11:42:52,35.4,151.8,0.11,14.85,20.1,0,4.78,1.48,34,41.2,-0.06,-0.14,1263.5
11:42:53,35.8,152.2,0.13,14.13,20.2,0,4.35,1.31,32.3,97.4,-0.05,-0.03,1334.1
11:42:54,36.6,153,0.13,14,20.4,0,4.2,1.2,30.6,84.5,-0.02,-0.01,1345.7
11:42:55,37.2,153.6,0.13,13.91,20.4,0,4.36,1.11,32.1,52.4,0,0.01,1350
11:42:57,38.7,155.1,0.13,13.94,20.9,0,3.81,0.56,32.7,16.5,-0.02,0.02,1351.4
11:42:58,37.7,154,0.13,13.96,21.1,0,4.64,0.98,32,26.8,-0.05,0.01,1348.8
11:43:00,38.3,154.6,0.13,13.94,21.4,0,4.32,1.47,31.7,47.2,-0.02,0.03,1349.5
11:43:01,39,155.3,0.13,13.98,21.6,0,4.33,1.02,31.3,80.7,-0.07,-0.03,1347
11:43:02,39.4,155.7,0.13,13.94,21.3,1.3,4.12,0.98,32,74.9,0.04,-0.02,1352
11:43:03,39,155.3,0.13,13.97,20.3,23.6,4.39,1.16,33.4,22.3,-0.01,-0.03,1353.3
11:43:04,41.4,157.7,0.13,13.93,19,24.2,3.97,0.78,33.7,22.1,0,0.01,1354.9
11:43:05,41.8,158.1,0.16,20.26,17.7,21.5,4.09,0.87,31.7,6,-0.06,-0.01,1541.9
11:43:06,42.4,158.7,0.3,18.82,16.9,27.1,2.58,0.82,33.1,158.5,0.01,0.01,1964.7
11:43:07,42.8,159.1,0.36,17.42,16.1,28,2.68,0.65,32.8,270,-0.06,0,2017.6
11:43:08,43.3,159.6,0.3,15.99,15.5,27,3.15,0.64,32.2,182.9,0.02,-0.03,1910.8
11:43:09,44.3,160.6,0.26,15.82,15.1,24.5,2.88,0.52,32.4,38.2,-0.01,0.07,1828.4
11:43:10,42.8,159.2,0.25,15.01,14.5,23.7,3.08,0.83,31.4,-26.1,-0.04,0.02,1761.1
11:43:11,43,159.3,0.22,15.24,13.8,22.2,3.33,0.88,31.5,-29.9,-0.02,-0.03,1697.5
11:43:12,43.3,159.6,0.22,15.39,13.3,22.6,3.24,0.8,32.2,-6.3,-0.01,-0.03,1687.5
11:43:13,43.6,159.9,0.22,15.86,12.9,22.6,3.26,0.86,33.6,23.2,-0.01,-0.04,1635
11:43:14,43.9,160.2,0.22,15.98,12.5,21.8,3.93,0.87,32.4,-7.6,-0.06,-0.03,1627.1
11:43:15,43.3,159.7,0.22,15.6,12.4,21.5,4.25,0.8,31.8,3.8,-0.03,-0.06,1673.9
11:43:16,44.2,160.5,0.22,15.41,12.7,22.2,4,0.86,31.9,41.6,-0.01,-0.02,1690.4
11:43:17,44.6,160.9,0.22,15.69,12.8,22.7,4.04,0.89,31.8,50.7,-0.02,-0.03,1653.8
11:43:18,44.8,161.1,0.22,15.9,12.7,21.6,4.04,0.8,32.2,6.6,-0.01,0.04,1635.5
11:43:19,45,161.4,0.22,15.89,12.6,21.7,3.83,1.14,32.4,10.3,-0.03,0,1645.5
11:43:20,45.2,161.5,0.22,15.39,12.5,22.3,3.77,1.05,32.7,38.2,-0.02,-0.01,1679.9
11:43:21,46.2,162.6,0.21,15.12,12.4,22.4,4.02,0.81,32.8,49.4,0.03,0.02,1662.1
11:43:22,46.4,162.8,0.21,15.22,12.3,21.9,4.05,1.01,33,21.5,-0.03,-0.03,1656
11:43:23,46.5,162.9,0.27,17.35,12.2,22.8,3.96,0.77,33.1,30.4,0.01,0.04,1818.7
11:43:24,47,163.3,0.3,17.01,12.8,23.9,3.69,0.78,34.5,97.8,0,0.01,1887.2
11:43:25,47,163.3,0.3,16.9,13.7,24.5,4.15,1.07,32.5,70.3,-0.03,-0.05,1900.8
11:43:26,47.3,163.7,0.3,16.91,15,25.5,4.26,0.97,33.2,17.7,-0.04,0,1904.5
11:43:27,46.9,163.2,0.3,16.93,16,25.2,4.09,1.15,32.1,-25.5,-0.03,-0.05,1907.9
11:43:28,46.8,163.2,0.3,16.9,16.8,25.9,4.12,0.99,32,-3.2,-0.01,-0.03,1910.7
11:43:29,47.3,163.7,0.3,15.84,17.3,25.7,4.15,0.76,31.5,3.3,-0.02,-0.01,1876.8
11:43:30,47.6,163.9,0.25,15.78,17.7,25.4,3.81,0.9,32.3,-9.3,0,0.02,1807.1
11:43:31,47.9,164.2,0.25,15.83,18.1,26,4.12,0.77,32.2,-24.1,0,0.03,1798.3
11:43:32,48.2,164.5,0.25,15.81,19.1,26.1,3.78,0.86,32.1,-31.5,-0.01,0.04,1798
11:43:33,49.2,165.6,0.25,15.75,19.6,27.5,4.21,0.8,32.7,6.8,0,-0.01,1801.5
11:43:34,50.6,166.9,0.25,15.82,19.8,28.1,4.05,0.94,32,12,-0.03,0.05,1801.7
11:43:36,51.2,167.5,0.25,15.83,19.9,27.2,3.9,1.01,32,15.9,-0.01,0,1801.7
11:43:37,52,168.3,0.25,15.85,20,26.5,4.27,0.67,32.2,8,0.02,0,1800.4
11:43:38,52.6,168.9,0.25,15.86,20,26,3.05,1.19,32.4,30.6,-0.04,0.06,1798.9
11:43:39,52.1,168.4,0.15,12.53,19.8,26.2,3.12,0.69,31.7,9,-0.01,-0.04,1482.2
11:43:40,51.6,167.9,0.13,13.71,19,20.9,3.86,0.75,31.3,-123.7,-0.03,-0.02,1350.4
11:43:41,51.9,168.2,0.13,13.89,18.4,1.9,3.72,1.11,30.4,-134.3,-0.04,0.02,1337.2
11:43:42,52.1,168.5,0.13,13.87,17.7,0.1,3.98,1.15,32.5,-62.9,0.01,0.02,1335.8
11:43:44,52.4,168.7,0.13,13.91,16,0,3.56,0.97,32.9,-12.5,0.01,0.03,1326.7
